OBI ID	IEDB alternative term	RDFS Label	Textual Definition	Logical Definition Type	Parent	Technique	Input	Reagent	MHC Source	Biological Process	BCell Process Result	TCell Process Result	Output	Unit	Term Editor	Definition Source
OBI:0001795	CXCL10/IP-10 release|ELISPOT	ELISPOT assay measuring epitope specific IP-10 production by T cells	An assay of epitope specific IP-10 production by T cells that uses an ELISPOT assay.	equivalent	biological activity assay measuring epitope specific IP-10 production by T cells	enzyme-linked immunospot assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001796	CXCL10/IP-10 release|ICS	intracellular cytokine staining assay measuring epitope specific IP-10 production by T cells	An assay of epitope specific IP-10 production by T cells that uses an intracellular cytokine staining assay.	equivalent	biological activity assay measuring epitope specific IP-10 production by T cells	flow cytometry assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001797	IL-9 release|ELISPOT	ELISPOT assay measuring epitope specific interleukin-9 production by T cells	An assay of epitope specific interleukin-9 production by T cells that uses an ELISPOT assay.	equivalent	biological activity assay measuring interleukin-9 production by T cells	enzyme-linked immunospot assay									IEDB	IEDB
OBI:0001798	IL-9 release|ICS	intracellular cytokine staining assay measuring epitope specific interleukin-9 production by T cells	An assay of epitope specific interleukin-9 production by T cells that uses an intracellular cytokine staining assay.	equivalent	biological activity assay measuring interleukin-9 production by T cells	flow cytometry assay									IEDB	IEDB
OBI:0001799	IL-9 release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-9 production by T cells	An assay of epitope specific interleukin-9 production by T cells that uses a detection of specific nucleic acids with complementary probes assay.	equivalent	biological activity assay measuring interleukin-9 production by T cells	detection of specific nucleic acid polymers with complementary probes									IEDB	IEDB
OBI:0001800	IL-8 release|ELISPOT	ELISPOT assay measuring epitope specific interleukin-8 production by T cells	An assay of epitope specific interleukin-8 production by T cells that uses an ELISPOT assay.	equivalent	biological activity assay measuring epitope specific interleukin-8 production by T cells	enzyme-linked immunospot assay									IEDB	IEDB
OBI:0001801	IL-8 release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-8 production by T cells	An assay of epitope specific interleukin-8 production by T cells that uses a detection of specific nucleic acids with complementary probes assay.	equivalent	biological activity assay measuring epitope specific interleukin-8 production by T cells	detection of specific nucleic acid polymers with complementary probes									IEDB	IEDB
OBI:0001802	IL-3 release|ELISPOT	ELISPOT assay measuring epitope specific interleukin-3 production by T cells	An assay of epitope specific interleukin-3 production by T cells that uses an ELISPOT assay.	equivalent	biological activity assay measuring epitope specific interleukin-3 production by T cells	enzyme-linked immunospot assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001803	IL-7 release|ELISA	ELISA measuring epitope specific interleukin-7 production by T cells	An assay of epitope specific interleukin-7 production by T cells that uses an ELISA.	equivalent	biological activity assay measuring epitope specific interleukin-7 production by T cells	enzyme-linked immunosorbent assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001804	IL-7 release|ELISPOT	ELISPOT assay measuring epitope specific interleukin-7 production by T cells	An assay of epitope specific interleukin-7 production by T cells that uses an ELISPOT assay.	equivalent	biological activity assay measuring epitope specific interleukin-7 production by T cells	enzyme-linked immunospot assay									IEDB	IEDB
OBI:0001805	IL-7 release|ICS	intracellular cytokine staining assay measuring epitope specific interleukin-7 production by T cells	An assay of epitope specific interleukin-7 production by T cells that uses an intracellular cytokine staining assay.	equivalent	biological activity assay measuring epitope specific interleukin-7 production by T cells	flow cytometry assay									IEDB	IEDB
OBI:0001806	IL-27 release|ICS	intracellular cytokine staining assay measuring epitope specific interleukin-27 production by T cells	An assay of epitope specific interleukin-27 production by T cells that uses an intracellular cytokine staining assay.	equivalent	biological activity assay measuring epitope specific interleukin-27 production by T cells	flow cytometry assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001807	IL-3 release|cytometric bead array	cytometric bead array assay measuring epitope specific interleukin-3 production by T cells	An assay of epitope specific interleukin-3 production by T cells that uses a cytometric bead array assay.	equivalent	biological activity assay measuring epitope specific interleukin-3 production by T cells	cytometric bead array assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001808	IL-3 release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-3 production by T cells	An assay of epitope specific interleukin-3 production by T cells that uses a detection of specific nucleic acids with complementary probes assay.	equivalent	biological activity assay measuring epitope specific interleukin-3 production by T cells	detection of specific nucleic acid polymers with complementary probes									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001809	granzyme A release|biological activity	biological activity assay measuring epitope specific granzyme A release by T cells	A T cell epitope specific cytotoxic T cell degranulation assay that detects granzyme A release by T cells.	equivalent	biological activity assay measuring epitope specific cytotoxic T cell degranulation					granzyme A production					IEDB	IEDB
OBI:0001810	granulysin release|biological activity	biological activity assay measuring epitope specific granulysin release by T cells	A T cell epitope specific cytotoxic T cell degranulation assay that detects granulysin release by T cells.	equivalent	biological activity assay measuring epitope specific cytotoxic T cell degranulation					granulysin production					IEDB	IEDB
OBI:0001811	IL-27 release|cytometric bead array	cytometric bead array assay measuring epitope specific interleukin-27 production by T cells	An assay of epitope specific interleukin-27 production by T cells that uses a cytometric bead array assay.	equivalent	biological activity assay measuring epitope specific interleukin-27 production by T cells	cytometric bead array assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001812	IL-23 release|ICS	intracellular cytokine staining assay measuring epitope specific interleukin-23 production by T cells	An assay of epitope specific interleukin-23 production by T cells that uses an intracellular cytokine staining assay.	equivalent	biological activity assay measuring epitope specific interleukin-23 production by T cells	flow cytometry assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001813	IL-27 release|ELISPOT	ELISPOT assay measuring epitope specific interleukin-27 production by T cells	An assay of epitope specific interleukin-27 production by T cells that uses an ELISPOT assay.	equivalent	biological activity assay measuring epitope specific interleukin-27 production by T cells	enzyme-linked immunospot assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001814	IL-27 release|ELISA	ELISA measuring epitope specific interleukin-27 production by T cells	An assay of epitope specific interleukin-27 production by T cells that uses an ELISA.	equivalent	biological activity assay measuring epitope specific interleukin-27 production by T cells	enzyme-linked immunosorbent assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001815	IL-18 release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-18 production by T cells	An assay of epitope specific interleukin-18 production by T cells that uses a detection of specific nucleic acids with complementary probes assay.	equivalent	biological activity assay measuring epitope specific interleukin-18 production by T cells	detection of specific nucleic acid polymers with complementary probes									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001817	IL-18 release|ELISPOT	ELISPOT assay measuring epitope specific interleukin-18 production by T cells	An assay of epitope specific interleukin-18 production by T cells that uses an ELISPOT assay.	equivalent	biological activity assay measuring epitope specific interleukin-18 production by T cells	enzyme-linked immunospot assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001821	IL-22 release|ELISPOT	ELISPOT assay measuring epitope specific interleukin-22 production by T cells	An assay of epitope specific interleukin-22 production by T cells that uses an ELISPOT assay.	equivalent	biological activity assay measuring epitope specific interleukin-22 production by T cells	enzyme-linked immunospot assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001822	IL-23 release|ELISPOT	ELISPOT assay measuring epitope specific interleukin-23 production by T cells	An assay of epitope specific interleukin-23 production by T cells that uses an ELISPOT assay.	equivalent	biological activity assay measuring epitope specific interleukin-23 production by T cells	enzyme-linked immunospot assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001824	IL-18 release|ICS	intracellular cytokine staining assay measuring epitope specific interleukin-18 production by T cells	An assay of epitope specific interleukin-18 production by T cells that uses an intracellular cytokine staining assay.	equivalent	biological activity assay measuring epitope specific interleukin-18 production by T cells	flow cytometry assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001826	IL-21 release|ELISPOT	ELISPOT assay measuring epitope specific interleukin-21 production by T cells	An assay of epitope specific interleukin-21 production by T cells that uses an ELISPOT assay.	equivalent	biological activity assay measuring epitope specific interleukin-21 production by T cells	enzyme-linked immunospot assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001827	CCL1/TCA-3 release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific chemokine (C-C motif) ligand 1 production by T cells	An assay of epitope specific chemokine (C-C motif) ligand 1 production by T cells that uses a detection of specific nucleic acids with complementary probes assay.	equivalent	biological activity assay measuring epitope specific chemokine (C-C motif) ligand 1 production by T cells	detection of specific nucleic acid polymers with complementary probes									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001828	CCL1/TCA-3 release|cytometric bead array	cytometric bead array assay measuring epitope specific chemokine (C-C motif) ligand 1 production by T cells	An assay of epitope specific chemokine (C-C motif) ligand 1 production by T cells that uses a cytometric bead array assay.	equivalent	biological activity assay measuring epitope specific chemokine (C-C motif) ligand 1 production by T cells	cytometric bead array assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001829	CCL1/TCA-3 release|ELISPOT	ELISPOT assay measuring epitope specific chemokine (C-C motif) ligand 1 production by T cells	An assay of epitope specific chemokine (C-C motif) ligand 1 production by T cells that uses an ELISPOT assay.	equivalent	biological activity assay measuring epitope specific chemokine (C-C motif) ligand 1 production by T cells	enzyme-linked immunospot assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001830	IL-17F release|ELISPOT	ELISPOT assay measuring epitope specific interleukin-17F production by T cells	A T cell epitope specific interleukin-17F production assay that uses an ELISPOT.	equivalent	biological activity assay measuring epitope specific interleukin-17F production by T cells	enzyme-linked immunospot assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001831	IL-17F release|ELISA	ELISA measuring epitope specific interleukin-17F production by T cells	A T cell epitope specific interleukin-17F production assay that uses an ELISA.	equivalent	biological activity assay measuring epitope specific interleukin-17F production by T cells	enzyme-linked immunosorbent assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001832	IL-17F release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-17F production by T cells	A T cell epitope specific interleukin-17F production assay that uses a detection of specific nucleic acids with complementary probes assay.	equivalent	biological activity assay measuring epitope specific interleukin-17F production by T cells	detection of specific nucleic acid polymers with complementary probes									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001833	IL-17A release|ELISPOT	ELISPOT assay measuring epitope specific interleukin-17A production by T cells	A T cell epitope specific interleukin-17A production assay that uses an ELISPOT.	equivalent	biological activity assay measuring epitope specific interleukin-17A production by T cells	enzyme-linked immunospot assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001835	IL-18 release|cytometric bead array	cytometric bead array assay measuring epitope specific interleukin-18 production by T cells	An assay of epitope specific interleukin-18 production by T cells that uses a cytometric bead array assay.	equivalent	biological activity assay measuring epitope specific interleukin-18 production by T cells	cytometric bead array assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001836	IL-16 release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-16 production by T cells	An assay of epitope specific interleukin-16 production by T cells that uses a detection of specific nucleic acids with complementary probes assay.	equivalent	biological activity assay measuring epitope specific interleukin-16 production by T cells	detection of specific nucleic acid polymers with complementary probes									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001837	IL-16 release|ELISA	ELISA measuring epitope specific interleukin-16 production by T cells	An assay of epitope specific interleukin-16 production by T cells that uses an ELISA.	equivalent	biological activity assay measuring epitope specific interleukin-16 production by T cells	enzyme-linked immunosorbent assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001838	IL-16 release|ELISPOT	ELISPOT assay measuring epitope specific interleukin-16 production by T cells	An assay of epitope specific interleukin-16 production by T cells that uses an ELISPOT assay.	equivalent	biological activity assay measuring epitope specific interleukin-16 production by T cells	enzyme-linked immunospot assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001839	IL-16 release|ICS	intracellular cytokine staining assay measuring epitope specific interleukin-16 production by T cells	An assay of epitope specific interleukin-16 production by T cells that uses an intracellular cytokine staining assay.	equivalent	biological activity assay measuring epitope specific interleukin-16 production by T cells	flow cytometry assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001840	IL-17A release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-17A production by T cells	A T cell epitope specific interleukin-17A production assay that uses a detection of specific nucleic acids with complementary probes assay.	equivalent	biological activity assay measuring epitope specific interleukin-17A production by T cells	detection of specific nucleic acid polymers with complementary probes									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001841	IL-1b release|ICS	intracellular cytokine staining assay measuring epitope specific interleukin-1 beta production by T cells	An assay of epitope specific interleukin-1 beta production by T cells that uses an intracellular cytokine staining assay.	equivalent	biological activity assay measuring epitope specific interleukin-1 beta production by T cells	flow cytometry assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001842	IL-1b release|ELISPOT	ELISPOT assay measuring epitope specific interleukin-1 beta production by T cells	An assay of epitope specific interleukin-1 beta production by T cells that uses an ELISPOT assay.	equivalent	biological activity assay measuring epitope specific interleukin-1 beta production by T cells	enzyme-linked immunospot assay									IEDB	IEDB
OBI:0001843	IL-15 release|RNA/DNA detection	detection of specific nucleic acids with complementary probes measuring epitope specific interleukin-15 production by T cells	An assay of epitope specific interleukin-15 production by T cells that uses a detection of specific nucleic acids with complementary probes assay.	equivalent	biological activity assay measuring epitope specific interleukin-15 production by T cells	detection of specific nucleic acid polymers with complementary probes									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001844	IL-12 release|ELISPOT	ELISPOT assay measuring epitope specific interleukin-12 production by T cells	An assay of epitope specific interleukin-12 production by T cells that uses an ELISPOT assay.	equivalent	biological activity assay measuring epitope specific interleukin-12 production by T cells	enzyme-linked immunospot assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001845	IL-15 release|ICS	intracellular cytokine staining assay measuring epitope specific interleukin-15 production by T cells	An assay of epitope specific interleukin-15 production by T cells that uses an intracellular cytokine staining assay.	equivalent	biological activity assay measuring epitope specific interleukin-15 production by T cells	flow cytometry assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001846	IL-15 release|ELISPOT	ELISPOT assay measuring epitope specific interleukin-15 production by T cells	An assay of epitope specific interleukin-15 production by T cells that uses an ELISPOT assay.	equivalent	biological activity assay measuring epitope specific interleukin-15 production by T cells	enzyme-linked immunospot assay									"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001987	association constant KA|binding assay|1/M	assay measuring the association constant [KA] of a MHC:ligand complex	A MHC binding constant determination assay measuring equilibrium association constant (KA).	equivalent	assay measuring a binding constant of a MHC:ligand complex								equilibrium association constant (KA)	count per molar	IEDB	IEDB
OBI:0001988	dissociation constant KD|binding assay|nM	assay measuring the dissociation constant [KD] of a MHC:ligand complex	A MHC binding constant determination assay measuring equilibrium dissociation constant (KD).	equivalent	assay measuring a binding constant of a MHC:ligand complex								equilibrium dissociation constant (KD)	nanomolar	IEDB	IEDB
OBI:0001989	dissociation constant KD|purified MHC/direct/radioactivity|nM	purified MHC competitive binding assay measuring equilibrium dissociation constant [KD] of a MHC:ligand complex using radioactivity detection	A purified MHC ligand binding equilibrium dissociation constant (KD) determination assay that uses radioactivity detection to detect loss of binding of a known reference ligand due to competition by the ligand under investigation.	equivalent	assay measuring the dissociation constant [KD] of a MHC:ligand complex	radioactivity detection	('material entity' and 'has role' some 'competitive binding reference ligand role')		purified MHC molecule preparation					nanomolar	IEDB	IEDB
OBI:0001990	half life|binding assay|min	assay measuring the half life of a MHC:ligand complex	A MHC binding constant determination assay measuring half life of binding.	equivalent	assay measuring a binding constant of a MHC:ligand complex								half life of binding datum		IEDB	IEDB
OBI:0001991	half maximal effective concentration (EC50)|binding assay|nM	assay measuring the half maximal effective concentration [EC50] of a MHC:ligand complex	A MHC binding constant determination assay measuring half maximal effective concentration (EC50).	equivalent	assay measuring a binding constant of a MHC:ligand complex								half maximal effective concentration (EC50)	nanomolar	IEDB	IEDB
OBI:0001992	half maximal inhibitory concentration (IC50)|binding assay|nM	assay measuring the half maximal inhibitory concentration [IC50] of a MHC:ligand complex	A MHC binding constant determination assay measuring half maximal inhibitory concentration (IC50).	equivalent	assay measuring a binding constant of a MHC:ligand complex								half maximal inhibitory concentration (IC50)		IEDB	IEDB
OBI:0001993	off rate|binding assay|1/s	assay measuring the off rate measurement [koff] of a MHC:ligand complex	A MHC binding constant determination assay measuring binding off rate measurement data item (koff).	equivalent	assay measuring a binding constant of a MHC:ligand complex								binding off rate measurement datum (koff)	hertz	IEDB	IEDB
OBI:0001994	on rate|binding assay|nM^-1s^-1	assay measuring the MHC ligand binding on rate [kon] of a MHC:ligand complex	A MHC binding constant determination assay measuring binding on rate (kon).	equivalent	assay measuring a binding constant of a MHC:ligand complex								binding on rate measurement datum (kon)		IEDB	IEDB
OBI:0001995	association constant KA|chromatography|1/nM	chromatography assay measuring the association constant [KA] of a B cell epitope:antibody complex	A B cell epitope equilibrium association constant (KA) determination assay that uses an analytical chromatography assay.	equivalent	assay measuring the association constant [KA] of a B cell epitope:antibody complex	analytical chromatography								count per nanomolar	"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001996	dissociation constant KD|chromatography|nM	chromatography assay measuring the dissociation constant [KD] of a B cell epitope:antibody complex	A B cell epitope equilibrium dissociation constant (KD) determination assay that uses an analytical chromatography assay.	equivalent	assay measuring the dissociation constant [KD] of a B cell epitope:antibody complex	analytical chromatography								nanomolar	"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
OBI:0001997	qualitative binding|hydrogen/deuterium exchange	hydrogen/deuterium exchange assay measuring binding of a B cell epitope:antibody complex	A B cell epitope qualitative binding to antibody assay that uses a hydrogen/deuterium exchange assay.	equivalent	assay measuring qualitiative binding of a B cell epitope:antibody complex	hydrogen/deuterium exchange assay									IEDB	IEDB
OBI:0001998	qualitative binding|immunohistochemistry	immunohistochemistry assay measuring binding of a B cell epitope:antibody complex	A B cell epitope qualitative binding to antibody assay that uses an immunohistochemistry assay.	equivalent	assay measuring qualitiative binding of a B cell epitope:antibody complex	immunohistochemistry									IEDB	IEDB
OBI:0001999	3D structure|any method	3D structure determining assay of a T cell epitope:MHC:TCR complex	A T cell epitope recognition assay that uses a 3D structure determination of bound complex assay.	equivalent	assay measuring binding of a T cell epitope:MHC:TCR complex	3D structure determination of bound complex assay							3D structural organization datum		IEDB	IEDB
OBI:0002050	3D structure|any method	3D structure determining assay of a MHC:ligand complex	A MHC:ligand binding assay that uses a 3D structure determination of bound complex assay.	equivalent	assay measuring binding of a MHC:ligand complex	3D structure determination of bound complex assay							3D structural organization datum		IEDB	IEDB
OBI:0002051	pathogen burden after challenge|in vivo assay	in vivo assay measuring B cell epitope specific protection from infectious challenge based on pathogen burden	A B cell epitope in vivo intervention experiment that uses a protection from challenge in vivo intervention experiment based on pathogen burden.	subclass	in vivo assay measuring B cell epitope specific protection from challenge	protection from challenge in vivo intervention experiment	('material entity' and 'has role' some 'pathogen role')								IEDB	IEDB
OBI:0002052	tumor burden after challenge|in vivo assay	in vivo assay measuring B cell epitope specific protection from tumor challenge	A B cell epitope in vivo intervention experiment that uses a protection from challenge in vivo intervention experiment based on tumor burden.	subclass	in vivo assay measuring B cell epitope specific protection from challenge	protection from challenge in vivo intervention experiment	cancer cell line								IEDB	IEDB
OBI:0002053	qualitative binding|microarray	microarray assay measuring binding of a B cell epitope:antibody complex	A B cell epitope qualitative binding to antibody assay that uses a microarray.	equivalent	assay measuring qualitiative binding of a B cell epitope:antibody complex	microarray									IEDB	IEDB
OBI:0002054	dissociation constant KD|nuclear magnetic resonance (NMR)|nM	NMR assay measuring the dissociation constant [KD] of a B cell epitope:antibody complex	A B cell epitope equilibrium dissociation constant (KD) determination assay that uses a nuclear magnetic resonance assay.	equivalent	assay measuring the dissociation constant [KD] of a B cell epitope:antibody complex	nuclear magnetic resonance 3D structure determination assay								nanomolar	IEDB	IEDB
OBI:0002055	biological activity|any method	assay measuring T cell epitope specific biological activity	A T cell epitope recognition assay that detects biological activity.	equivalent	assay measuring binding of a T cell epitope:MHC:TCR complex					('process is result of' some 'MHC:epitope complex binding to TCR')					IEDB	IEDB
OBI:0002056	CCL17/TARC release|biological activity	biological activity assay measuring epitope specific chemokine (C-C motif) ligand 17 production by T cells	A T cell epitope specific cytokine production assay that detects production of chemokine (C-C motif) ligand 17 production by T cells.	equivalent	biological activity assay measuring epitope specific cytokine production by T cells					chemokine (C-C motif) ligand 17 production					IEDB	IEDB
OBI:0002057	MIF release|biological activity	biological activity assay measuring epitope specific macrophage migration inhibitory factor (MIF) production by T cells	A T cell epitope specific cytokine production assay that detects macrophage migration inhibitory factor (MIF) production by T cells.	equivalent	biological activity assay measuring epitope specific cytokine production by T cells					macrophage migration inhibitory factor production					IEDB	IEDB
OBI:0002058	oncostatin M release|biological activity	biological activity assay measuring epitope specific oncostatin M production by T cells	A T cell epitope specific cytokine production assay that detects oncostatin M production by T cells.	equivalent	biological activity assay measuring epitope specific cytokine production by T cells					Oncostatin M production					IEDB	IEDB
OBI:0002059	binding constant|binding assay	assay measuring a binding constant of a T cell epitope:MHC:TCR complex	A T cell epitope recognition assay that quantitavely characterizes the binding of a TCR with a ligand by determining a binding constant. 	subclass	assay measuring binding of a T cell epitope:MHC:TCR complex								binding constant		IEDB	IEDB
OBI:0002060	CCL17/TARC release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific chemokine (C-C motif) ligand 17 production by T cells	An assay of epitope specific chemokine (C-C motif) ligand 17 production by T cells that uses a detection of specific nucleic acids with complementary probes assay.	equivalent	biological activity assay measuring epitope specific chemokine (C-C motif) ligand 17 production by T cells	detection of specific nucleic acid polymers with complementary probes									IEDB	IEDB
OBI:0002061	CCL22/MDC release|cytometric bead array	cytometric bead array assay measuring epitope specific chemokine (C-C motif) ligand 22 production by T cells	An assay of epitope specific chemokine (C-C motif) ligand 22 production by T cells that uses a cytometric bead array assay.	equivalent	biological activity assay measuring epitope specific chemokine (C-C motif) ligand 22 production by T cells	cytometric bead array assay									IEDB	IEDB
OBI:0002062	cytotoxicity|in vitro assay	in vitro assay measuring epitope specific T cell killing	A T cell epitope specific killing assay that uses an in vitro cell killing assay.	equivalent	biological activity assay measuring epitope specific T cell killing	in vitro cell killing assay									IEDB	IEDB
OBI:0002063	granzyme A release|cytometric bead array	cytometric bead array assay measuring epitope specific granzyme A release by T cells	A T cell epitope specific granzyme A release assay that uses a cytometric bead array assay.	equivalent	biological activity assay measuring epitope specific granzyme A release by T cells	cytometric bead array assay									IEDB	IEDB
OBI:0002064	granzyme A release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific granzyme A release by T cells	A T cell epitope specific granzyme A release assay that uses a detection of specific nucleic acids with complementary probes assay.	equivalent	biological activity assay measuring epitope specific granzyme A release by T cells	detection of specific nucleic acid polymers with complementary probes									IEDB	IEDB
OBI:0002065	granzyme B release|cytometric bead array	cytometric bead array assay measuring epitope specific granzyme B release by T cells	A T cell epitope specific granzyme B release assay that uses a cytometric bead array assay.	equivalent	biological activity assay measuring epitope specific granzyme B release by T cells	cytometric bead array assay									IEDB	IEDB
OBI:0002066	granzyme B release|RNA/DNA detection	detection of specific nucleic acids with complementary probes assay measuring epitope specific granzyme B release by T cells	A T cell epitope specific granzyme B release assay that uses a detection of specific nucleic acids with complementary probes assay.	equivalent	biological activity assay measuring epitope specific granzyme B release by T cells	detection of specific nucleic acid polymers with complementary probes									IEDB	IEDB
OBI:0002067	MIF release|cytometric bead array	cytometric bead array assay measuring epitope specific macrophage migration inhibitory factor (MIF) production by T cells	An assay of epitope specific macrophage migration inhibitory factor (MIF) production by T cells that uses a cytometric bead array assay.	equivalent	biological activity assay measuring epitope specific macrophage migration inhibitory factor (MIF) production by T cells	cytometric bead array assay									IEDB	IEDB
OBI:0002068	oncostatin M release|cytometric bead array	cytometric bead array assay measuring epitope specific oncostatin M production by T cells	An assay of epitope specific oncostatin M production by T cells that uses a cytometric bead array assay.	equivalent	biological activity assay measuring epitope specific oncostatin M production by T cells	cytometric bead array assay									IEDB	IEDB
OBI:0002069	perforin release|ELISPOT	ELISPOT assay measuring epitope specific perforin release by T cells	A T cell epitope specific perforin release assay that uses an ELISPOT assay.	equivalent	biological activity assay measuring epitope specific perforin release by T cells	enzyme-linked immunospot assay									IEDB	IEDB
OBI:0002070	proliferation|in vivo assay	in vivo assay measuring epitope specific proliferation of T cells	A T cell epitope specific proliferation assay that is performed in vivo.	subclass	biological activity assay measuring epitope specific proliferation of T cells										IEDB	IEDB
OBI:0002071	proliferation|in vitro assay	in vitro assay measuring epitope specific proliferation of T cells	A T cell epitope specific proliferation assay that is performed on cells in vitro.	subclass	biological activity assay measuring epitope specific proliferation of T cells										IEDB	IEDB
OBI:0002072	qualitative binding|binding assay	assay measuring qualitiative binding of a MHC:ligand complex	A MHC:ligand binding assay that detects qualitative binding.	subclass	assay measuring binding of a MHC:ligand complex										IEDB	IEDB
OBI:0002073	protection from challenge|in vivo assay	in vivo assay measuring T cell epitope specific protection from challenge	An efficacy of T cell epitope intervention experiment that uses a protection from challenge in vivo intervention experiment.	equivalent	biological activity assay measuring T cell epitope specific in vivo activity	protection from challenge in vivo intervention experiment									IEDB	IEDB
OBI:0002074	suppression|in vitro assay	in vitro assay measuring T cell epitope specific suppression	T cell epitope dependent biological activity assay that detects suppression of an in vitro response.	subclass	assay measuring T cell epitope specific biological activity										"PERSON:Randi Vita, James Overton, Bjoern Peters"	IEDB
OBI:0002075	ligand presentation/binding|binding assay	MHC ligand assay	An immune epitope assay that detects either the processing and presentation of a ligand by an antigen presenting cell or the binding of a ligand to an MHC molecule.	equivalent	immune epitope assay					MHC protein complex binding to ligand					IEDB	IEDB
OBI:0002096	proliferation|CFSE	carboxyfluorescein succinimidyl ester staining assay measuring epitope specific proliferation of T cells	A T cell epitope specific proliferation assay performed on cells in vitro that uses a CFSE assay.	equivalent	in vitro assay measuring epitope specific proliferation of T cells	carboxyfluorescein succinimidyl ester staining assay									IEDB	IEDB
OBI:0002097	dissociation constant KD|binding assay|nM	assay measuring the dissociation constant [KD] of a T cell epitope:MHC:TCR complex	A T cell epitope binding constant determination assay that measures the dissociation constant KD.	equivalent	assay measuring a binding constant of a T cell epitope:MHC:TCR complex									nanomolar	"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters"	IEDB
